日期|+|XBANK事件工单|+|机构号|+|机构|+|归属模块|+|工单状态|+|COUNT(*)
2016-07-07|+|Xbank事件工单|+|2710|+|青岛山东路支行|+|新二代支付系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|2803|+|温州鹿城支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|2901|+|厦门分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|2906|+|厦门东浦支行|+|cbank系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|3001|+|郑州分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|3102|+|长沙香樟路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|3113|+|长沙湘府路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|3311|+|长春东岭支行|+|cbank系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|3311|+|长春东岭支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|3507|+|南昌坛子口支行|+|手机银行|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|5
2016-07-07|+|Xbank事件工单|+|3606|+|邯郸浴新南大街支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-07|+|Xbank事件工单|+|3901|+|吕梁分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|4001|+|沧州分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|4005|+|互联网行为审计|+|cbank系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|4100|+|潍坊分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|4103|+|潍坊安丘支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|4601|+|中山分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|4604|+|中山小榄支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|4801|+|衡水分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|4805|+|衡水永兴路支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-07|+|Xbank事件工单|+|7501|+|台州分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|8202|+|威海荣成支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|8202|+|威海荣成支行|+|安保客户安全平台|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|8904|+|东莞大朗支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|A602|+|哈尔滨服装城支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-07|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|4
2016-07-07|+|Xbank事件工单|+|B701|+|惠州分行营业部|+|(null)|+|实施中|+|1
2016-07-07|+|Xbank事件工单|+|B801|+|乌鲁木齐分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|9
2016-07-08|+|Xbank事件工单|+|0100|+|北京管理部|+|新二代支付系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0101|+|北京木樨地支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-08|+|Xbank事件工单|+|0112|+|北京国贸支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0116|+|北京北太平庄支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0122|+|北京亚运村支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0126|+|北京和平里支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0144|+|北京望京支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0154|+|北京亦庄支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0156|+|北京长椿街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0162|+|北京陶然桥支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0166|+|北京回龙观支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0222|+|上海福山支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0242|+|上海曹杨支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0257|+|上海武宁支行|+|乐收银综合商务平台|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0270|+|上海张江支行|+|PE系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0270|+|上海张江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0314|+|广州番禺支行|+|三方存管系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0502|+|武汉东湖支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0504|+|武汉三阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0520|+|武汉江汉支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0522|+|武汉咸宁支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0601|+|大连分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-07-08|+|Xbank事件工单|+|0603|+|大连高新技术产业园区支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|3
2016-07-08|+|Xbank事件工单|+|0729|+|杭州建德支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0731|+|杭州临安支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0816|+|南京水西门大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|0909|+|太原坞城路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1015|+|石家庄西二环北路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1020|+|石家庄体育南大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1115|+|重庆北部新区支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1212|+|西安分行雁塔路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1501|+|福州湖东支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1607|+|济南高新支行|+|(null)|+|实施中|+|1
2016-07-08|+|Xbank事件工单|+|1611|+|临沂分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1620|+|济南领秀城支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1802|+|深圳罗湖支行|+|新短信平台|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1803|+|深圳上步支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1809|+|深圳南山支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1809|+|深圳南山支行|+|电子同城系统(雁联同城平台)|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1818|+|深圳盐田支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|1901|+|宁波分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2000|+|成都分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2001|+|成都分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2003|+|成都永丰支行|+|(null)|+|实施中|+|1
2016-07-08|+|Xbank事件工单|+|2009|+|九眼桥支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2108|+|天津梅江支行|+|xBank2.0系统|+|已关闭|+|3
2016-07-08|+|Xbank事件工单|+|2109|+|天津河北支行|+|cbank系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2120|+|天津西青支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2301|+|泉州分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2604|+|苏州张家港支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2612|+|常熟招商城支行|+|乐收银综合商务平台|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2801|+|温州分行营业部|+|代收付系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|2902|+|厦门江头支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|3002|+|郑州花园路支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-08|+|Xbank事件工单|+|3102|+|长沙香樟路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|3104|+|长沙星沙支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|3104|+|长沙星沙支行|+|总行国库信息处理系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|3503|+|南昌沿江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|3
2016-07-08|+|Xbank事件工单|+|4100|+|潍坊分行|+|xBank2.0系统|+|已关闭|+|2
2016-07-08|+|Xbank事件工单|+|4602|+|中山古镇支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|4806|+|冀州支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-08|+|Xbank事件工单|+|5506|+|南宁丽原天际支行|+|cbank系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|7801|+|上饶分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|7902|+|临沂西城支行|+|手机银行|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|8600|+|金华分行业务处理中心|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|8601|+|金华分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|A101|+|揭阳分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-07-08|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|4
2016-07-08|+|Xbank事件工单|+|B800|+|乌鲁木齐分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|B800|+|乌鲁木齐分行|+|金卡系统|+|已关闭|+|1
2016-07-08|+|Xbank事件工单|+|B800|+|乌鲁木齐分行|+|(null)|+|实施中|+|1
2016-07-09|+|Xbank事件工单|+|0101|+|北京木樨地支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|0130|+|北京西单支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|0144|+|北京望京支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|0151|+|北京世纪金源支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|0329|+|广州荔湾支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-09|+|Xbank事件工单|+|0513|+|武汉徐东支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-09|+|Xbank事件工单|+|0707|+|杭州萧山支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|0907|+|太原平阳路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|1013|+|石家庄胜利北大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|2809|+|温州平阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|4601|+|中山分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-07-09|+|Xbank事件工单|+|7908|+|临沂兰陵支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-09|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|3
2016-07-10|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|2
2016-07-10|+|Xbank事件工单|+|0101|+|北京木樨地支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-10|+|Xbank事件工单|+|1112|+|重庆解放碑支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-10|+|Xbank事件工单|+|1205|+|西安土门支行|+|xBank2.0系统|+|已关闭|+|3
2016-07-10|+|Xbank事件工单|+|1811|+|深圳龙岗支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-10|+|Xbank事件工单|+|1833|+|深圳沙井支行|+|新网银系统|+|已关闭|+|1
2016-07-10|+|Xbank事件工单|+|3103|+|长沙人民路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-10|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|3
2016-07-11|+|Xbank事件工单|+|0101|+|北京木樨地支行|+|xBank2.0系统|+|已关闭|+|3
2016-07-11|+|Xbank事件工单|+|0104|+|北京建国门支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|0109|+|北京万寿路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0114|+|北京金融街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0116|+|北京北太平庄支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|0125|+|北京苏州街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0125|+|北京苏州街支行|+|客户资产监管系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0137|+|北京分行营业部|+|总行国库信息处理系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0139|+|北京南二环支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0141|+|北京京广支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0143|+|北京中关村西区支行|+|网银互联系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0162|+|北京陶然桥支行|+|(null)|+|实施中|+|1
2016-07-11|+|Xbank事件工单|+|0167|+|北京西大望路支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|01I3|+|北京宏福苑社区支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|01JI|+|北京天通苑西三区社区支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0210|+|上海市南支行|+|(null)|+|实施中|+|1
2016-07-11|+|Xbank事件工单|+|0216|+|上海陆家嘴支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0231|+|上海京门支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|0245|+|上海南汇支行|+|新网银系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0257|+|上海武宁支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0514|+|武汉沌口支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0524|+|武汉滨江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0602|+|大连中山支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|0800|+|南京分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0803|+|南京上海路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0807|+|南京城南支行|+|交易型理财产品销售系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|0900|+|太原分行|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|0919|+|太原分行清徐支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1001|+|石家庄分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1011|+|石家庄广安大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1103|+|重庆高新支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1401|+|常德分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1402|+|常德桥南支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1506|+|福州广达支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1520|+|福州仓山支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1617|+|济南千佛山支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1701|+|汕头分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|1822|+|深圳福华支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1901|+|宁波分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|1902|+|宁波北仑支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|1903|+|宁波鄞州支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|2014|+|成都高新支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|2020|+|成都新都支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|2106|+|天津海河支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|2106|+|天津海河支行|+|(null)|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|2115|+|天津武清支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-11|+|Xbank事件工单|+|2214|+|昆明官南支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|2306|+|泉州晋江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|2610|+|苏州分行工业园区支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|2909|+|厦门前埔支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|3001|+|郑州分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|3014|+|郑州心怡路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|3109|+|长沙三湘南湖支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|3109|+|长沙三湘南湖支行|+|(null)|+|问题处理|+|1
2016-07-11|+|Xbank事件工单|+|3112|+|长沙侯家塘支行|+|(null)|+|问题处理|+|1
2016-07-11|+|Xbank事件工单|+|3302|+|长春一汽支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|3334|+|延边分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|3503|+|南昌沿江支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|4
2016-07-11|+|Xbank事件工单|+|3804|+|镇江丹阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|3906|+|吕梁交城支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|4800|+|衡水分行业务处理中心|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|5106|+|秦皇岛长江中道支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|6500|+|沈阳分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|7301|+|淮安分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|8701|+|鄂尔多斯分行营业部|+|新二代支付系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|A401|+|张家口分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-11|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|4
2016-07-12|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|6
2016-07-12|+|Xbank事件工单|+|0101|+|北京木樨地支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-12|+|Xbank事件工单|+|0107|+|北京西坝河支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0110|+|北京上地支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0114|+|北京金融街支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0150|+|北京总部基地支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0153|+|北京朝阳北路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0157|+|北京华威支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0158|+|北京光华支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0201|+|上海分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0312|+|广州越秀支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0312|+|广州越秀支行|+|乐收银综合商务平台|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0315|+|广州新城支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0339|+|东莞长安支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0505|+|武汉中南支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0533|+|黄石支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0600|+|大连分行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-12|+|Xbank事件工单|+|0628|+|大连西南路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0705|+|杭州西湖支行|+|cbank系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0705|+|杭州西湖支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0811|+|南京河西支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0814|+|南京大明路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0814|+|南京大明路支行|+|客户资产监管系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0909|+|太原坞城路支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|0925|+|太原长风西街小微企业专营支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|1000|+|石家庄分行|+|BPM系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|1112|+|重庆解放碑支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|1121|+|重庆老顶坡支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|1212|+|西安分行雁塔路支行|+|xBank2.0系统|+|已关闭|+|2
2016-07-12|+|Xbank事件工单|+|1215|+|西安枫林绿洲支行|+|xBank2.0系统|+|已关闭|+|1
2016-07-12|+|Xbank事件工单|+|1506|+|福州广达支行|+|xBank2.0系统|+|已关闭|+|1
